24721	nm0020366	tt0025990	{"Auctioneer and Bookmaker"}
24731	nm0000472	tt0026138	{"The Monster"}
24741	nm0922818	tt0026176	{"Abbie Howland"}
24751	nm0006471	tt0026406	{"Miss Shepperton"}
24761	nm0156039	tt0026610	{"Janet Graham"}
24771	nm0580916	tt0026742	{"'Toots' Timmons"}
24781	nm0427934	tt0026903	{"David Worth as a child"}
24791	nm0308249	tt0027140	{"Marney Lunn"}
24801	nm0852710	tt0027253	{"Jerry Welch"}
24811	nm0000051	tt0027370	{"Stephen Neville"}
24821	nm0906775	tt0027483	{"Derek Yale"}
24831	nm0377909	tt0027573	{"Belle Pearson"}
24841	nm0000051	tt0027741	{"Capt. Heverell"}
24851	nm0913124	tt0028317	{"Captain Mandera"}
24861	nm0137353	tt0028543	{"Bunny Carothers"}
24871	nm0447597	tt0029059	{Henry}
24881	nm0302784	tt0029203	{Tony}
24891	nm0263088	tt0029582	{"Nan Page"}
24901	nm0570451	tt0030149	{"Ben Crowley"}
24911	nm0203606	tt0030749	{"Dushka Vernon"}
24921	nm0430460	tt0031103	{"Commissioner Thomas MacNair"}
24931	nm0584194	tt0031368	{"Tony Stevenage"}
24941	nm0943837	tt0032207	{"Marge Allen"}
24951	nm0564721	tt0032713	{"Captain Woolcot"}
24961	nm0000039	tt0033493	{Gulielma}
24971	nm0888637	tt0033658	{"Ma Butler"}
24981	nm0581146	tt0033853	{"Mrs. Hardcastle"}
24991	nm0526946	tt0034162	{"Ruth Brewster"}
25001	nm0943905	tt0034181	{"Riggy Teasdale"}
25011	nm0004496	tt0034680	{"Dr. Randall 'Red' Adams"}
25021	nm0127427	tt0035302	\N
25031	nm0525601	tt0035574	{"Kim How"}
25041	nm0000859	tt0035826	{"Dr. Leonard B. Gillespie"}
25051	nm0130829	tt0036135	{"Clarissa Marr"}
25061	nm0004496	tt0036640	{"Dr. Randall 'Red' Adams"}
25071	nm0001955	tt0036710	{"Glory Marlow III"}
25081	nm0268119	tt0036834	{"Flt.Lt. Murray"}
25091	nm0657874	tt0036955	{"Henry B. Preston"}
25101	nm0640307	tt0037070	{"Jimmy Monahan"}
25111	nm0871287	tt0037136	{"Father Warecki"}
25121	nm0000007	tt0037382	{"Harry Morgan"}
25131	nm0639529	tt0037467	{"Irving Miller"}
25141	nm0000023	tt0037604	{"Alice Maybery"}
25151	nm0155011	tt0038283	{"Solomon Levy"}
25161	nm0000840	tt0038453	{"Kathleen Stewart"}
25171	nm0866835	tt0038663	{Smith}
25181	nm0002022	tt0038727	{"Marjorie 'Margie' MacDuff"}
25191	nm0789849	tt0038812	{Desdemona}
25201	nm0825707	tt0038966	{"Laurette Graham"}
25211	nm0268119	tt0039049	{"Sid Nichols"}
25221	nm0001777	tt0039160	{"Ricky Parkson"}
25231	nm0715582	tt0039304	{Olaf}
25241	nm0000044	tt0039482	{"Frankie Madison"}
25251	nm0392497	tt0039611	{"John Howard"}
25261	nm0268006	tt0039745	{"Denys Royd"}
25271	nm0909398	tt0039984	{Nehemiah}
25281	nm0103722	tt0040210	{"Jim Sherbondy"}
25291	nm0861662	tt0040273	{"Mr. Tallent"}
25301	nm0000865	tt0040427	{"Roy Martin","Roy Morgan"}
25311	nm0838066	tt0040491	{"Pierre Cauchon"}
25321	nm0624747	tt0040621	{Kitty}
25331	nm0186700	tt0040642	{"Julie Kendall"}
24522	nm0345073	tt0020982	{"Dr. Wilke"}
24532	nm0420011	tt0021419	{King}
24542	nm0245579	tt0021598	{"Sir Roger Ackroyd"}
24552	nm0019922	tt0021669	{"Barbara Amory"}
24562	nm0289406	tt0021978	{Mary}
24572	nm0163310	tt0022439	{"Joan Merivale"}
24582	nm0515967	tt0022550	{Kitty}
24592	nm0691668	tt0022814	{Hassan}
24602	nm0007216	tt0023028	{"Ruth Brock"}
24612	nm0590055	tt0023845	{"Fred Bolton"}
24622	nm0658339	tt0024015	{Jeanette}
24632	nm0590055	tt0024054	{"Ernest Elton"}
24642	nm0731266	tt0024118	{Ladcock}
24652	nm0332682	tt0024176	{"Michael Byrne - The 'Bounty's' Blind Fiddler"}
24662	nm0821895	tt0024319	{"Lulu Marsoc"}
24672	nm0822613	tt0024714	{"Victor Garnett"}
24682	nm0821895	tt0025105	{"Ella Crewe"}
24692	nm0142776	tt0025557	{Nonell}
24702	nm0343749	tt0025796	{"Sir William Upton"}
24712	nm0674788	tt0025811	{Ricardo}
24722	nm0930336	tt0026078	{Brown}
24732	nm0006471	tt0026138	{"Mary Wollstonecraft Shelley","The Monster's Mate"}
24742	nm0532997	tt0026176	{"Susan 'Matey' Ann"}
24752	nm0485259	tt0026456	{"Jack King - aka Jay Price"}
24762	nm0799237	tt0026610	{MacPherson}
24772	nm0339504	tt0026743	{"Mrs. Marten"}
24782	nm0920607	tt0026903	{"John Lawrence"}
24792	nm0924893	tt0027140	{"Isaac Fosdyck"}
24802	nm0191950	tt0027253	{"Jimmy Ellis"}
24812	nm0550583	tt0027399	{"Madge Allison"}
24822	nm0237281	tt0027483	{"Insp. Parr"}
24832	nm0241523	tt0027573	{"Bill Mason"}
24842	nm0549280	tt0027807	{"Edward Forrest"}
24852	nm0446550	tt0028317	{Sonia}
24862	nm0719749	tt0028556	{"Charles Lafarge"}
24872	nm0528840	tt0029059	{Yvonne}
24882	nm0535006	tt0029203	{Joseph}
24892	nm0254502	tt0029582	{"Jim Cary"}
24902	nm0355010	tt0030174	{"Samuel Cuthbert 'Sam' Hackett"}
24912	nm0852834	tt0030749	{"Hazel Summers"}
24922	nm0705509	tt0031192	{Charters}
24932	nm0821895	tt0031368	{"Caroline Tonbridge"}
24942	nm0485509	tt0032286	{"Joyce Winfree"}
24952	nm0567936	tt0032713	{"Esther Woolcot"}
24962	nm0038039	tt0033493	{"Charles II"}
24972	nm0805389	tt0033658	{"Jack Densham"}
24982	nm0643353	tt0033858	{"Lydia MacMillan"}
24992	nm0002092	tt0034162	{"George Leach"}
25002	nm0717901	tt0034574	{Canelita}
25012	nm0676688	tt0034680	{"Mrs. Howard Allwinn Young"}
25022	nm0261565	tt0035302	\N
25032	nm0940617	tt0035676	{"Big Bill Hadley"}
25042	nm0004496	tt0035826	{"Dr. Randall 'Red' Adams"}
25052	nm0001289	tt0036135	{"Peter Rokeby"}
25062	nm0000859	tt0036640	{"Dr. Leonard B. Gillespie"}
25072	nm0899091	tt0036710	{"Glory Marlow Jr."}
25082	nm0584194	tt0036834	{P,"O Rawlings"}
25092	nm0621770	tt0036955	{"Mrs. Vera Preston"}
25102	nm0752787	tt0037070	{"Patsy Monahan"}
25112	nm0738186	tt0037136	{"Karl Grimm"}
25122	nm0000002	tt0037382	{"Marie 'Slim' Browning"}
25132	nm1274566	tt0037467	{"Jane Preston"}
25142	nm0908153	tt0037604	{"Corporal Joe Allen"}
25152	nm0449858	tt0038283	{"Patrick Murphy"}
25162	nm0916067	tt0038453	{"Hardy Cathcart"}
25172	nm0490117	tt0038663	{"Flight Sergeant Fitter"}
25182	nm0485977	tt0038727	{"Prof. Ralph Fontayne"}
25192	nm0001982	tt0038812	{Iago}
25202	nm0709681	tt0038966	{"David Graham"}
25212	nm0398123	tt0039049	{"Benny Castelli"}
25222	nm0341031	tt0039231	{"Helen Thompson"}
25232	nm0726585	tt0039304	{"Bill Shackle"}
25242	nm0779507	tt0039482	{"Kay Lawrence"}
25252	nm0909614	tt0039611	{"Jerome Thorn"}
25262	nm0148144	tt0039745	{"Adrian Barrasford"}
25272	nm0121819	tt0039984	{"Christine Sloan"}
25282	nm0179786	tt0040210	{"Carl Schwartzmiller"}
25292	nm0607579	tt0040273	{"Robert Stanforth"}
25302	nm0103722	tt0040427	{"Police Sgt. Marty Brennan"}
25312	nm0619798	tt0040491	{"John, Count of Luxembourg"}
24523	nm0908963	tt0020982	{"Dr. Schüler"}
